apt_group,technique,last_seen,first_seen,years_active,years_since_last_use
APT1,Archive via Utility,2017,2017,1,9
APT1,Data from Local System,2017,2017,1,9
APT1,LSASS Memory,2017,2017,1,9
APT1,Local Email Collection,2017,2017,1,9
APT1,Match Legitimate Resource Name or Location,2017,2017,1,9
APT1,Pass the Hash,2017,2017,1,9
APT1,Remote Desktop Protocol,2017,2017,1,9
APT1,Windows Command Shell,2017,2017,1,9
APT18,At,2017,2017,1,9
APT18,External Remote Services,2017,2017,1,9
APT18,File Deletion,2017,2017,1,9
APT18,Valid Accounts,2017,2017,1,9
APT28,Bootkit,2017,2017,1,9
APT28,Clear Windows Event Logs,2017,2017,1,9
APT28,Communication Through Removable Media,2017,2017,1,9
APT28,Component Object Model Hijacking,2017,2017,1,9
APT28,Data from Removable Media,2017,2017,1,9
APT28,Encrypted/Encoded File,2017,2017,1,9
APT28,Exploitation for Privilege Escalation,2017,2017,1,9
APT28,External Proxy,2017,2017,1,9
APT28,File Deletion,2017,2017,1,9
APT28,File and Directory Discovery,2017,2017,1,9
APT28,Ingress Tool Transfer,2017,2017,1,9
APT28,Junk Data,2017,2017,1,9
APT28,Keylogging,2017,2017,1,9
APT28,LSASS Memory,2017,2017,1,9
APT28,Local Data Staging,2017,2017,1,9
APT28,Mail Protocols,2017,2017,1,9
APT28,Office Test,2017,2017,1,9
APT28,Pass the Hash,2017,2017,1,9
APT28,Peripheral Device Discovery,2017,2017,1,9
APT28,Process Discovery,2017,2017,1,9
APT28,Replication Through Removable Media,2017,2017,1,9
APT28,Rundll32,2017,2017,1,9
APT28,Screen Capture,2017,2017,1,9
APT28,Timestomp,2017,2017,1,9
APT28,Token Impersonation/Theft,2017,2017,1,9
APT28,Valid Accounts,2017,2017,1,9
APT29,Accessibility Features,2017,2017,1,9
APT29,Bypass User Account Control,2017,2017,1,9
APT29,File Deletion,2017,2017,1,9
APT29,Pass the Ticket,2017,2017,1,9
APT29,PowerShell,2017,2017,1,9
APT29,Registry Run Keys / Startup Folder,2017,2017,1,9
APT29,Scheduled Task,2017,2017,1,9
APT29,Software Packing,2017,2017,1,9
APT29,Windows Management Instrumentation,2017,2017,1,9
APT29,Windows Management Instrumentation Event Subscription,2017,2017,1,9
APT3,Keylogging,2017,2017,1,9
APT3,LSASS Memory,2017,2017,1,9
APT3,Multi-Stage Channels,2017,2017,1,9
APT3,Non-Application Layer Protocol,2017,2017,1,9
APT3,PowerShell,2017,2017,1,9
APT3,Scheduled Task,2017,2017,1,9
APT3,System Network Configuration Discovery,2017,2017,1,9
APT3,System Owner/User Discovery,2017,2017,1,9
APT3,Windows Command Shell,2017,2017,1,9
APT32,Encrypted/Encoded File,2017,2017,1,9
APT32,Exploitation for Privilege Escalation,2017,2017,1,9
APT32,Local Accounts,2017,2017,1,9
APT32,Match Legitimate Resource Name or Location,2017,2017,1,9
APT32,PowerShell,2017,2017,1,9
APT32,Regsvr32,2017,2017,1,9
APT32,Scheduled Task,2017,2017,1,9
APT32,Software Deployment Tools,2017,2017,1,9
APT32,Timestomp,2017,2017,1,9
Axiom,Accessibility Features,2017,2017,1,9
Axiom,OS Credential Dumping,2017,2017,1,9
Axiom,Remote Desktop Protocol,2017,2017,1,9
Carbanak,Bidirectional Communication,2017,2017,1,9
Carbanak,Disable or Modify System Firewall,2017,2017,1,9
Carbanak,Match Legitimate Resource Name or Location,2017,2017,1,9
Carbanak,Rundll32,2017,2017,1,9
Carbanak,Valid Accounts,2017,2017,1,9
Carbanak,Windows Service,2017,2017,1,9
Cleaver,LSASS Memory,2017,2017,1,9
Darkhotel,Code Signing,2017,2017,1,9
Darkhotel,Keylogging,2017,2017,1,9
Darkhotel,Registry Run Keys / Startup Folder,2017,2017,1,9
Darkhotel,Replication Through Removable Media,2017,2017,1,9
Darkhotel,Taint Shared Content,2017,2017,1,9
Deep Panda,Accessibility Features,2017,2017,1,9
Deep Panda,Indicator Removal from Tools,2017,2017,1,9
Deep Panda,PowerShell,2017,2017,1,9
Deep Panda,Process Discovery,2017,2017,1,9
Deep Panda,Regsvr32,2017,2017,1,9
Deep Panda,SMB/Windows Admin Shares,2017,2017,1,9
Deep Panda,Web Shell,2017,2017,1,9
Deep Panda,Windows Management Instrumentation,2017,2017,1,9
Equation,Peripheral Device Discovery,2017,2017,1,9
FIN10,File Deletion,2017,2017,1,9
FIN10,Lateral Tool Transfer,2017,2017,1,9
FIN10,PowerShell,2017,2017,1,9
FIN10,Registry Run Keys / Startup Folder,2017,2017,1,9
FIN10,Remote Desktop Protocol,2017,2017,1,9
FIN10,Scheduled Task,2017,2017,1,9
FIN10,System Owner/User Discovery,2017,2017,1,9
FIN10,Valid Accounts,2017,2017,1,9
FIN10,Windows Command Shell,2017,2017,1,9
FIN6,Archive Collected Data,2017,2017,1,9
FIN6,Archive via Custom Method,2017,2017,1,9
FIN6,Asymmetric Cryptography,2017,2017,1,9
FIN6,Automated Collection,2017,2017,1,9
FIN6,Command and Scripting Interpreter,2017,2017,1,9
FIN6,Domain Account,2017,2017,1,9
FIN6,Exploitation for Privilege Escalation,2017,2017,1,9
FIN6,LSASS Memory,2017,2017,1,9
FIN6,Network Service Discovery,2017,2017,1,9
FIN6,PowerShell,2017,2017,1,9
FIN6,Protocol Tunneling,2017,2017,1,9
FIN6,Registry Run Keys / Startup Folder,2017,2017,1,9
FIN6,Remote Desktop Protocol,2017,2017,1,9
FIN6,Remote System Discovery,2017,2017,1,9
FIN6,Scheduled Task,2017,2017,1,9
FIN6,Valid Accounts,2017,2017,1,9
FIN7,Application Shimming,2017,2017,1,9
FIN7,Ingress Tool Transfer,2017,2017,1,9
FIN7,Masquerade Task or Service,2017,2017,1,9
FIN7,PowerShell,2017,2017,1,9
FIN7,Registry Run Keys / Startup Folder,2017,2017,1,9
FIN7,Scheduled Task,2017,2017,1,9
GCMAN,SSH,2017,2017,1,9
Gamaredon Group,Data from Removable Media,2017,2017,1,9
Gamaredon Group,Exfiltration Over C2 Channel,2017,2017,1,9
Gamaredon Group,Ingress Tool Transfer,2017,2017,1,9
Gamaredon Group,Peripheral Device Discovery,2017,2017,1,9
Gamaredon Group,System Information Discovery,2017,2017,1,9
Gamaredon Group,System Owner/User Discovery,2017,2017,1,9
Gamaredon Group,Web Protocols,2017,2017,1,9
Gamaredon Group,Windows Command Shell,2017,2017,1,9
Group5,Encrypted/Encoded File,2017,2017,1,9
Group5,File Deletion,2017,2017,1,9
Group5,Keylogging,2017,2017,1,9
Group5,Screen Capture,2017,2017,1,9
Ke3chang,Archive Collected Data,2017,2017,1,9
Ke3chang,Archive via Utility,2017,2017,1,9
Ke3chang,Command and Scripting Interpreter,2017,2017,1,9
Ke3chang,Data from Local System,2017,2017,1,9
Ke3chang,Domain Account,2017,2017,1,9
Ke3chang,Domain Groups,2017,2017,1,9
Ke3chang,Exfiltration Over C2 Channel,2017,2017,1,9
Ke3chang,File and Directory Discovery,2017,2017,1,9
Ke3chang,LSASS Memory,2017,2017,1,9
Ke3chang,Process Discovery,2017,2017,1,9
Ke3chang,SMB/Windows Admin Shares,2017,2017,1,9
Ke3chang,System Information Discovery,2017,2017,1,9
Ke3chang,System Network Configuration Discovery,2017,2017,1,9
Ke3chang,System Network Connections Discovery,2017,2017,1,9
Ke3chang,System Service Discovery,2017,2017,1,9
Lazarus Group,Account Manipulation,2017,2017,1,9
Lazarus Group,Application Window Discovery,2017,2017,1,9
Lazarus Group,Archive Collected Data,2017,2017,1,9
Lazarus Group,Archive via Library,2017,2017,1,9
Lazarus Group,Bootkit,2017,2017,1,9
Lazarus Group,Create Process with Token,2017,2017,1,9
Lazarus Group,Data from Local System,2017,2017,1,9
Lazarus Group,Disable or Modify Tools,2017,2017,1,9
Lazarus Group,Encrypted/Encoded File,2017,2017,1,9
Lazarus Group,Exfiltration Over C2 Channel,2017,2017,1,9
Lazarus Group,Exfiltration Over Unencrypted Non-C2 Protocol,2017,2017,1,9
Lazarus Group,Fallback Channels,2017,2017,1,9
Lazarus Group,File Deletion,2017,2017,1,9
Lazarus Group,File and Directory Discovery,2017,2017,1,9
Lazarus Group,Ingress Tool Transfer,2017,2017,1,9
Lazarus Group,Keylogging,2017,2017,1,9
Lazarus Group,Local Data Staging,2017,2017,1,9
Lazarus Group,Password Spraying,2017,2017,1,9
Lazarus Group,Process Discovery,2017,2017,1,9
Lazarus Group,Query Registry,2017,2017,1,9
Lazarus Group,Registry Run Keys / Startup Folder,2017,2017,1,9
Lazarus Group,Remote Desktop Protocol,2017,2017,1,9
Lazarus Group,SMB/Windows Admin Shares,2017,2017,1,9
Lazarus Group,Symmetric Cryptography,2017,2017,1,9
Lazarus Group,System Information Discovery,2017,2017,1,9
Lazarus Group,System Network Configuration Discovery,2017,2017,1,9
Lazarus Group,System Owner/User Discovery,2017,2017,1,9
Lazarus Group,Timestomp,2017,2017,1,9
Lazarus Group,Windows Management Instrumentation,2017,2017,1,9
Lazarus Group,Windows Service,2017,2017,1,9
Moafee,Binary Padding,2017,2017,1,9
Molerats,Code Signing,2017,2017,1,9
Molerats,Credentials from Web Browsers,2017,2017,1,9
Molerats,Process Discovery,2017,2017,1,9
Naikon,Security Software Discovery,2017,2017,1,9
Naikon,System Network Configuration Discovery,2017,2017,1,9
OilRig,Indicator Removal from Tools,2017,2017,1,9
Patchwork,Bypass User Account Control,2017,2017,1,9
Patchwork,Credentials from Web Browsers,2017,2017,1,9
Patchwork,Data from Local System,2017,2017,1,9
Patchwork,Dead Drop Resolver,2017,2017,1,9
Patchwork,File and Directory Discovery,2017,2017,1,9
Patchwork,Ingress Tool Transfer,2017,2017,1,9
Patchwork,Match Legitimate Resource Name or Location,2017,2017,1,9
Patchwork,PowerShell,2017,2017,1,9
Patchwork,Process Hollowing,2017,2017,1,9
Patchwork,Registry Run Keys / Startup Folder,2017,2017,1,9
Patchwork,Remote Desktop Protocol,2017,2017,1,9
Patchwork,Security Software Discovery,2017,2017,1,9
Patchwork,Software Packing,2017,2017,1,9
Patchwork,Standard Encoding,2017,2017,1,9
Patchwork,System Information Discovery,2017,2017,1,9
Patchwork,System Owner/User Discovery,2017,2017,1,9
Patchwork,Windows Command Shell,2017,2017,1,9
PittyTiger,Valid Accounts,2017,2017,1,9
Poseidon Group,Domain Account,2017,2017,1,9
Poseidon Group,Match Legitimate Resource Name or Location,2017,2017,1,9
Poseidon Group,OS Credential Dumping,2017,2017,1,9
Poseidon Group,PowerShell,2017,2017,1,9
Poseidon Group,Process Discovery,2017,2017,1,9
Poseidon Group,System Network Connections Discovery,2017,2017,1,9
Poseidon Group,System Service Discovery,2017,2017,1,9
Putter Panda,Disable or Modify Tools,2017,2017,1,9
Putter Panda,Dynamic-link Library Injection,2017,2017,1,9
Putter Panda,Encrypted/Encoded File,2017,2017,1,9
Putter Panda,Registry Run Keys / Startup Folder,2017,2017,1,9
RTM,Dead Drop Resolver,2017,2017,1,9
Stealth Falcon,Command and Scripting Interpreter,2017,2017,1,9
Stealth Falcon,Credentials from Password Stores,2017,2017,1,9
Stealth Falcon,Data from Local System,2017,2017,1,9
Stealth Falcon,Exfiltration Over C2 Channel,2017,2017,1,9
Stealth Falcon,PowerShell,2017,2017,1,9
Stealth Falcon,Process Discovery,2017,2017,1,9
Stealth Falcon,Query Registry,2017,2017,1,9
Stealth Falcon,Scheduled Task,2017,2017,1,9
Stealth Falcon,Symmetric Cryptography,2017,2017,1,9
Stealth Falcon,System Information Discovery,2017,2017,1,9
Stealth Falcon,System Network Configuration Discovery,2017,2017,1,9
Stealth Falcon,System Owner/User Discovery,2017,2017,1,9
Stealth Falcon,Web Protocols,2017,2017,1,9
Stealth Falcon,Windows Management Instrumentation,2017,2017,1,9
Strider,Internal Proxy,2017,2017,1,9
Strider,Password Filter DLL,2017,2017,1,9
Suckfly,Code Signing,2017,2017,1,9
Suckfly,Network Service Discovery,2017,2017,1,9
Suckfly,OS Credential Dumping,2017,2017,1,9
Suckfly,Valid Accounts,2017,2017,1,9
Suckfly,Windows Command Shell,2017,2017,1,9
Threat Group-1314,Domain Accounts,2017,2017,1,9
Threat Group-1314,SMB/Windows Admin Shares,2017,2017,1,9
Threat Group-1314,Software Deployment Tools,2017,2017,1,9
Threat Group-1314,Windows Command Shell,2017,2017,1,9
Threat Group-3390,Archive via Library,2017,2017,1,9
Threat Group-3390,At,2017,2017,1,9
Threat Group-3390,Automated Collection,2017,2017,1,9
Threat Group-3390,Data Transfer Size Limits,2017,2017,1,9
Threat Group-3390,Data from Local System,2017,2017,1,9
Threat Group-3390,Disable or Modify Windows Event Log,2017,2017,1,9
Threat Group-3390,Exploitation for Privilege Escalation,2017,2017,1,9
Threat Group-3390,External Remote Services,2017,2017,1,9
Threat Group-3390,File Deletion,2017,2017,1,9
Threat Group-3390,Ingress Tool Transfer,2017,2017,1,9
Threat Group-3390,Keylogging,2017,2017,1,9
Threat Group-3390,LSA Secrets,2017,2017,1,9
Threat Group-3390,Local Account,2017,2017,1,9
Threat Group-3390,Local Data Staging,2017,2017,1,9
Threat Group-3390,Network Service Discovery,2017,2017,1,9
Threat Group-3390,Network Share Connection Removal,2017,2017,1,9
Threat Group-3390,PowerShell,2017,2017,1,9
Threat Group-3390,System Network Configuration Discovery,2017,2017,1,9
Threat Group-3390,System Network Connections Discovery,2017,2017,1,9
Threat Group-3390,Valid Accounts,2017,2017,1,9
Threat Group-3390,Windows Command Shell,2017,2017,1,9
Threat Group-3390,Windows Remote Management,2017,2017,1,9
Turla,Brute Force,2017,2017,1,9
Turla,File and Directory Discovery,2017,2017,1,9
Turla,Process Discovery,2017,2017,1,9
Turla,Query Registry,2017,2017,1,9
Turla,Remote System Discovery,2017,2017,1,9
Turla,SMB/Windows Admin Shares,2017,2017,1,9
Turla,System Information Discovery,2017,2017,1,9
Turla,System Network Configuration Discovery,2017,2017,1,9
Turla,System Network Connections Discovery,2017,2017,1,9
Turla,System Service Discovery,2017,2017,1,9
Turla,System Time Discovery,2017,2017,1,9
Winnti Group,Code Signing,2017,2017,1,9
Winnti Group,Process Discovery,2017,2017,1,9
Winnti Group,Rootkit,2017,2017,1,9
admin@338,File and Directory Discovery,2017,2017,1,9
admin@338,Local Account,2017,2017,1,9
admin@338,Local Groups,2017,2017,1,9
admin@338,Match Legitimate Resource Name or Location,2017,2017,1,9
admin@338,System Information Discovery,2017,2017,1,9
admin@338,System Network Configuration Discovery,2017,2017,1,9
admin@338,System Network Connections Discovery,2017,2017,1,9
admin@338,System Service Discovery,2017,2017,1,9
admin@338,Windows Command Shell,2017,2017,1,9
menuPass,Archive via Utility,2017,2017,1,9
menuPass,DLL,2017,2017,1,9
menuPass,Data from Network Shared Drive,2017,2017,1,9
menuPass,Domain Account,2017,2017,1,9
menuPass,External Proxy,2017,2017,1,9
menuPass,Ingress Tool Transfer,2017,2017,1,9
menuPass,Local Data Staging,2017,2017,1,9
menuPass,Network Service Discovery,2017,2017,1,9
menuPass,PowerShell,2017,2017,1,9
menuPass,Remote Desktop Protocol,2017,2017,1,9
menuPass,Remote System Discovery,2017,2017,1,9
menuPass,SSH,2017,2017,1,9
menuPass,Scheduled Task,2017,2017,1,9
menuPass,Security Account Manager,2017,2017,1,9
menuPass,System Network Configuration Discovery,2017,2017,1,9
menuPass,System Network Connections Discovery,2017,2017,1,9
menuPass,Valid Accounts,2017,2017,1,9
menuPass,Windows Command Shell,2017,2017,1,9
menuPass,Windows Management Instrumentation,2017,2017,1,9
APT19,Command and Scripting Interpreter,2018,2018,1,8
APT19,DLL,2018,2018,1,8
APT19,Deobfuscate/Decode Files or Information,2018,2018,1,8
APT19,Drive-by Compromise,2018,2018,1,8
APT19,Encrypted/Encoded File,2018,2018,1,8
APT19,Malicious File,2018,2018,1,8
APT19,Modify Registry,2018,2018,1,8
APT19,PowerShell,2018,2018,1,8
APT19,Registry Run Keys / Startup Folder,2018,2018,1,8
APT19,Regsvr32,2018,2018,1,8
APT19,Rundll32,2018,2018,1,8
APT19,Spearphishing Attachment,2018,2018,1,8
APT19,Standard Encoding,2018,2018,1,8
APT19,System Information Discovery,2018,2018,1,8
APT19,System Network Configuration Discovery,2018,2018,1,8
APT19,System Owner/User Discovery,2018,2018,1,8
APT19,Web Protocols,2018,2018,1,8
APT19,Windows Service,2018,2018,1,8
APT28,Archive Collected Data,2018,2018,1,8
APT28,Automated Collection,2018,2018,1,8
APT28,Data from Local System,2018,2018,1,8
APT28,Deobfuscate/Decode Files or Information,2018,2018,1,8
APT28,Dynamic Data Exchange,2018,2018,1,8
APT28,Exploitation for Stealth,2018,2018,1,8
APT28,Exploitation of Remote Services,2018,2018,1,8
APT28,Hidden Files and Directories,2018,2018,1,8
APT28,Logon Script (Windows),2018,2018,1,8
APT28,Malicious File,2018,2018,1,8
APT28,Network Sniffing,2018,2018,1,8
APT28,PowerShell,2018,2018,1,8
APT28,Remote Email Collection,2018,2018,1,8
APT28,Sharepoint,2018,2018,1,8
APT28,Spearphishing Attachment,2018,2018,1,8
APT28,Trusted Relationship,2018,2018,1,8
APT28,Windows Command Shell,2018,2018,1,8
APT29,Domain Fronting,2018,2018,1,8
APT29,Exploitation for Client Execution,2018,2018,1,8
APT29,Malicious File,2018,2018,1,8
APT29,Multi-hop Proxy,2018,2018,1,8
APT29,Spearphishing Attachment,2018,2018,1,8
APT29,Spearphishing Link,2018,2018,1,8
APT3,Accessibility Features,2018,2018,1,8
APT3,Additional Local or Domain Groups,2018,2018,1,8
APT3,Archive via Utility,2018,2018,1,8
APT3,Credentials In Files,2018,2018,1,8
APT3,DLL,2018,2018,1,8
APT3,Data from Local System,2018,2018,1,8
APT3,Domain Accounts,2018,2018,1,8
APT3,Exfiltration Over C2 Channel,2018,2018,1,8
APT3,External Proxy,2018,2018,1,8
APT3,File Deletion,2018,2018,1,8
APT3,File and Directory Discovery,2018,2018,1,8
APT3,Indicator Removal from Tools,2018,2018,1,8
APT3,Ingress Tool Transfer,2018,2018,1,8
APT3,Local Account,2018,2017,2,8
APT3,Local Data Staging,2018,2018,1,8
APT3,Obfuscated Files or Information,2018,2018,1,8
APT3,Password Cracking,2018,2018,1,8
APT3,Permission Groups Discovery,2018,2018,1,8
APT3,Process Discovery,2018,2018,1,8
APT3,Registry Run Keys / Startup Folder,2018,2018,1,8
APT3,Remote Desktop Protocol,2018,2018,1,8
APT3,Remote System Discovery,2018,2018,1,8
APT3,Rundll32,2018,2018,1,8
APT3,SMB/Windows Admin Shares,2018,2018,1,8
APT3,Software Packing,2018,2018,1,8
APT3,System Information Discovery,2018,2018,1,8
APT3,System Network Connections Discovery,2018,2018,1,8
APT3,Windows Service,2018,2018,1,8
APT32,Clear Windows Event Logs,2018,2018,1,8
APT32,DLL,2018,2018,1,8
APT32,Drive-by Compromise,2018,2018,1,8
APT32,Ingress Tool Transfer,2018,2018,1,8
APT32,Junk Code Insertion,2018,2018,1,8
APT32,Malicious File,2018,2018,1,8
APT32,PubPrn,2018,2018,1,8
APT32,Spearphishing Attachment,2018,2018,1,8
APT32,System Information Discovery,2018,2018,1,8
APT32,System Owner/User Discovery,2018,2018,1,8
APT32,Web Protocols,2018,2018,1,8
APT32,Web Shell,2018,2018,1,8
APT33,Malicious Link,2018,2018,1,8
APT33,Spearphishing Link,2018,2018,1,8
APT33,Valid Accounts,2018,2018,1,8
APT37,Audio Capture,2018,2018,1,8
APT37,Bidirectional Communication,2018,2018,1,8
APT37,Credentials from Web Browsers,2018,2018,1,8
APT37,Data from Local System,2018,2018,1,8
APT37,Disk Structure Wipe,2018,2018,1,8
APT37,Drive-by Compromise,2018,2018,1,8
APT37,Dynamic Data Exchange,2018,2018,1,8
APT37,Exploitation for Client Execution,2018,2018,1,8
APT37,Ingress Tool Transfer,2018,2018,1,8
APT37,Invalid Code Signature,2018,2018,1,8
APT37,Malicious File,2018,2018,1,8
APT37,Native API,2018,2018,1,8
APT37,Obfuscated Files or Information,2018,2018,1,8
APT37,Process Discovery,2018,2018,1,8
APT37,Process Injection,2018,2018,1,8
APT37,Registry Run Keys / Startup Folder,2018,2018,1,8
APT37,Spearphishing Attachment,2018,2018,1,8
APT37,System Information Discovery,2018,2018,1,8
APT37,System Owner/User Discovery,2018,2018,1,8
APT37,Web Protocols,2018,2018,1,8
APT37,Windows Command Shell,2018,2018,1,8
Axiom,Exploit Public-Facing Application,2018,2018,1,8
BRONZE BUTLER,Archive via Utility,2018,2018,1,8
BRONZE BUTLER,At,2018,2018,1,8
BRONZE BUTLER,Binary Padding,2018,2018,1,8
BRONZE BUTLER,Bypass User Account Control,2018,2018,1,8
BRONZE BUTLER,Data from Local System,2018,2018,1,8
BRONZE BUTLER,Data from Network Shared Drive,2018,2018,1,8
BRONZE BUTLER,Dead Drop Resolver,2018,2018,1,8
BRONZE BUTLER,Deobfuscate/Decode Files or Information,2018,2018,1,8
BRONZE BUTLER,Domain Account,2018,2018,1,8
BRONZE BUTLER,Drive-by Compromise,2018,2018,1,8
BRONZE BUTLER,Exploitation for Client Execution,2018,2018,1,8
BRONZE BUTLER,File Deletion,2018,2018,1,8
BRONZE BUTLER,File and Directory Discovery,2018,2018,1,8
BRONZE BUTLER,Ingress Tool Transfer,2018,2018,1,8
BRONZE BUTLER,LSASS Memory,2018,2018,1,8
BRONZE BUTLER,Malicious File,2018,2018,1,8
BRONZE BUTLER,Match Legitimate Resource Name or Location,2018,2018,1,8
BRONZE BUTLER,Pass the Ticket,2018,2018,1,8
BRONZE BUTLER,PowerShell,2018,2018,1,8
BRONZE BUTLER,Registry Run Keys / Startup Folder,2018,2018,1,8
BRONZE BUTLER,Remote System Discovery,2018,2018,1,8
BRONZE BUTLER,Screen Capture,2018,2018,1,8
BRONZE BUTLER,Spearphishing Attachment,2018,2018,1,8
BRONZE BUTLER,Standard Encoding,2018,2018,1,8
BRONZE BUTLER,Symmetric Cryptography,2018,2018,1,8
BRONZE BUTLER,System Time Discovery,2018,2018,1,8
BRONZE BUTLER,Web Protocols,2018,2018,1,8
BRONZE BUTLER,Windows Command Shell,2018,2018,1,8
BlackOasis,Obfuscated Files or Information,2018,2018,1,8
Carbanak,Remote Access Tools,2018,2018,1,8
Cobalt Group,Asymmetric Cryptography,2018,2018,1,8
Cobalt Group,Bypass User Account Control,2018,2018,1,8
Cobalt Group,CMSTP,2018,2018,1,8
Cobalt Group,Command Obfuscation,2018,2018,1,8
Cobalt Group,Dynamic Data Exchange,2018,2018,1,8
Cobalt Group,Exploitation for Client Execution,2018,2018,1,8
Cobalt Group,Exploitation for Privilege Escalation,2018,2018,1,8
Cobalt Group,File Deletion,2018,2018,1,8
Cobalt Group,Ingress Tool Transfer,2018,2018,1,8
Cobalt Group,Malicious File,2018,2018,1,8
Cobalt Group,Network Service Discovery,2018,2018,1,8
Cobalt Group,PowerShell,2018,2018,1,8
Cobalt Group,Process Injection,2018,2018,1,8
Cobalt Group,Registry Run Keys / Startup Folder,2018,2018,1,8
Cobalt Group,Regsvr32,2018,2018,1,8
Cobalt Group,Remote Access Tools,2018,2018,1,8
Cobalt Group,Remote Desktop Protocol,2018,2018,1,8
Cobalt Group,Scheduled Task,2018,2018,1,8
Cobalt Group,Spearphishing Attachment,2018,2018,1,8
Cobalt Group,Spearphishing Link,2018,2018,1,8
Cobalt Group,Visual Basic,2018,2018,1,8
Cobalt Group,Web Protocols,2018,2018,1,8
Cobalt Group,Windows Service,2018,2018,1,8
Cobalt Group,XSL Script Processing,2018,2018,1,8
CopyKittens,Archive via Custom Method,2018,2018,1,8
CopyKittens,Archive via Utility,2018,2018,1,8
CopyKittens,Code Signing,2018,2018,1,8
CopyKittens,PowerShell,2018,2018,1,8
CopyKittens,Rundll32,2018,2018,1,8
Dark Caracal,Compiled HTML File,2018,2018,1,8
Dark Caracal,Data from Local System,2018,2018,1,8
Dark Caracal,Drive-by Compromise,2018,2018,1,8
Dark Caracal,Encrypted/Encoded File,2018,2018,1,8
Dark Caracal,File and Directory Discovery,2018,2018,1,8
Dark Caracal,Malicious File,2018,2018,1,8
Dark Caracal,Registry Run Keys / Startup Folder,2018,2018,1,8
Dark Caracal,Screen Capture,2018,2018,1,8
Dark Caracal,Software Packing,2018,2018,1,8
Dark Caracal,Spearphishing via Service,2018,2018,1,8
Dark Caracal,Web Protocols,2018,2018,1,8
Dark Caracal,Windows Command Shell,2018,2018,1,8
DarkHydrus,Forced Authentication,2018,2018,1,8
DarkHydrus,Malicious File,2018,2018,1,8
DarkHydrus,PowerShell,2018,2018,1,8
DarkHydrus,Spearphishing Attachment,2018,2018,1,8
DarkHydrus,Template Injection,2018,2018,1,8
Deep Panda,Remote System Discovery,2018,2018,1,8
Elderwood,Drive-by Compromise,2018,2018,1,8
Elderwood,Encrypted/Encoded File,2018,2018,1,8
Elderwood,Exploitation for Client Execution,2018,2018,1,8
Elderwood,Ingress Tool Transfer,2018,2018,1,8
Elderwood,Malicious File,2018,2018,1,8
Elderwood,Software Packing,2018,2018,1,8
Elderwood,Spearphishing Attachment,2018,2018,1,8
Elderwood,Spearphishing Link,2018,2018,1,8
FIN5,Automated Collection,2018,2018,1,8
FIN5,Brute Force,2018,2018,1,8
FIN5,Clear Windows Event Logs,2018,2018,1,8
FIN5,Command and Scripting Interpreter,2018,2018,1,8
FIN5,External Proxy,2018,2018,1,8
FIN5,External Remote Services,2018,2018,1,8
FIN5,File Deletion,2018,2018,1,8
FIN5,Local Data Staging,2018,2018,1,8
FIN5,Remote System Discovery,2018,2018,1,8
FIN5,Valid Accounts,2018,2018,1,8
FIN7,Bidirectional Communication,2018,2018,1,8
FIN7,Code Signing,2018,2018,1,8
FIN7,Command Obfuscation,2018,2018,1,8
FIN7,Command and Scripting Interpreter,2018,2018,1,8
FIN7,DNS,2018,2018,1,8
FIN7,Dynamic Data Exchange,2018,2018,1,8
FIN7,Malicious File,2018,2018,1,8
FIN7,Mshta,2018,2018,1,8
FIN7,Screen Capture,2018,2018,1,8
FIN7,Spearphishing Attachment,2018,2018,1,8
FIN7,Video Capture,2018,2018,1,8
FIN7,Windows Service,2018,2018,1,8
FIN8,Archive via Utility,2018,2018,1,8
FIN8,Asymmetric Cryptography,2018,2018,1,8
FIN8,Clear Windows Event Logs,2018,2018,1,8
FIN8,Command Obfuscation,2018,2018,1,8
FIN8,Exfiltration Over Unencrypted Non-C2 Protocol,2018,2018,1,8
FIN8,Exploitation for Privilege Escalation,2018,2018,1,8
FIN8,File Deletion,2018,2018,1,8
FIN8,Ingress Tool Transfer,2018,2018,1,8
FIN8,LSASS Memory,2018,2018,1,8
FIN8,Malicious File,2018,2018,1,8
FIN8,Modify Registry,2018,2018,1,8
FIN8,PowerShell,2018,2018,1,8
FIN8,Remote Data Staging,2018,2018,1,8
FIN8,Remote Desktop Protocol,2018,2018,1,8
FIN8,Remote System Discovery,2018,2018,1,8
FIN8,SMB/Windows Admin Shares,2018,2018,1,8
FIN8,Scheduled Task,2018,2018,1,8
FIN8,Security Software Discovery,2018,2018,1,8
FIN8,Spearphishing Attachment,2018,2018,1,8
FIN8,Spearphishing Link,2018,2018,1,8
FIN8,Valid Accounts,2018,2018,1,8
FIN8,Windows Command Shell,2018,2018,1,8
FIN8,Windows Management Instrumentation,2018,2018,1,8
Gorgon Group,Deobfuscate/Decode Files or Information,2018,2018,1,8
Gorgon Group,Disable or Modify Tools,2018,2018,1,8
Gorgon Group,Ingress Tool Transfer,2018,2018,1,8
Gorgon Group,Malicious File,2018,2018,1,8
Gorgon Group,Modify Registry,2018,2018,1,8
Gorgon Group,Native API,2018,2018,1,8
Gorgon Group,Portable Executable Injection,2018,2018,1,8
Gorgon Group,PowerShell,2018,2018,1,8
Gorgon Group,Process Hollowing,2018,2018,1,8
Gorgon Group,Registry Run Keys / Startup Folder,2018,2018,1,8
Gorgon Group,Shortcut Modification,2018,2018,1,8
